Source,Target,Label,Weight
Benedict Burgh,Francesco Petrarch,BLAdd60577,1
Benedict Burgh,Geoffrey Chaucer,BodLauMis416;CULHh412;CamMagPep2006;CULFf16;BLHar7333;BodRawC86;HunHM144;BLAdd38179;BodAsh59;BodRawPoe32;CamTCC599;BLAdd34360;BLHar2251,13
Benedict Burgh,George Ashby,CamTCC599,1
Benedict Burgh,Gilbert Banester,BodRawC86,1
Benedict Burgh,Guillaume Deguileville,BLAdd34193,1
Benedict Burgh,Halsham,BLHar7333;HunHM144;BLAdd34360,3
Benedict Burgh,Impingham,BLHar7333,1
Benedict Burgh,John Capgrave,BLAru168,1
Benedict Burgh,John Gower,CULFf16;BLHar7333;BodAsh59,3
Benedict Burgh,John Lydgate,BodRawC48;BodLauMis416;CULHh412;BodRawC86;BLAdd29729;BLLan285;CULFf49;BLHar4826;CamJes56;PierpontM775;BodAsh46;RomeEC1306;CamTCC599;GULHun259;BodRawD328;DULCosVii14;BodRawPoe32;BLAru168;BLHar116;CamMagPep2006;CULFf16;HunHM144;CamFitzMc182;BLHar7333;BLRoy18Dii;BodAsh59;BLAdd38179;BLAdd60577;BLAdd34360;BLHar2251,30
Benedict Burgh,John Marion,BLAru168,1
Benedict Burgh,John Russell,Chetham8009;BLSl2027,2
Benedict Burgh,John Skelton,BLRoy18Dii;BLAdd29729,2
Benedict Burgh,John Walton,BLHar43,1
Benedict Burgh,Laurence Calot,BLHar7333,1
Benedict Burgh,Merlin,BodRawPoe32;BodAsh59,2
Benedict Burgh,Oton de Graunson Sir,BodAsh59;CamMagPep2006;BLHar2251,3
Benedict Burgh,Palladius,BLHar116,1
Benedict Burgh,Peter Idley,BodLauMis416;BLHar172,2
Benedict Burgh,Piers of Fulham,CamTCC599,1
Benedict Burgh,Queen Elizabeth of York,BodRawC86,1
Benedict Burgh,R. Stokys,BLAdd29729,1
Benedict Burgh,Reginald Pecock,CULHh412,1
Benedict Burgh,Richard Sellyng,BLHar7333,1
Benedict Burgh,Richardoune,BLAdd34360,1
Benedict Burgh,Robert of Gloucester,BLSl2027;CULEe431,2
Benedict Burgh,Roos Roos,CULFf16;CamTCC599,2
Benedict Burgh,Sheringham,CULHh412,1
Benedict Burgh,Sir John Fortescue,CamTCC1157;BLRoy17Bxlvii,2
Benedict Burgh,Stephen Scrope,PierpontM775,1
Benedict Burgh,Thomas Hoccleve,CULFf16;BLAdd34193;BLHar116;BLHar7333,4
Benedict Burgh,Unknown,BodRawC48;BLAdd34193;CULHh412;OxfBal329;BodRawC86;Lam3597;BLAdd29729;BLLan285;CamTCC599;BLHar4733;CamTCC1157;BLAdd34360;DULCosVii14;BLAru168;BLHar116;CamMagPep2006;CULFf16;HunHM144;BodAsh59;BLRoy17Bxlvii;BodLauMis416;BLHar4826;CamJes56;PierpontM775;RomeEC1306;GULHun259;BodRawD328;Chetham8009;CamFitzMc182;BLHar7333;BLRoy18Dii;BLAdd60577;BodRawPoe32;BLHar2251,34
Benedict Burgh,W. Coullicke,CamFitzMc182,1
Benedict Burgh,William Langland,BLAdd60577,1
Benedict Burgh,William Lichfield,HunHM144,1
Benedict Burgh,William Paris,BLAru168,1
Benedict Burgh,William Peeris,BLRoy18Dii,1
Bernard of Clairvaux,Albertus Magnus,BodEngPoeta1,1
Bernard of Clairvaux,Augustine,NLS18721,1
Bernard of Clairvaux,Bernard of Clairvaux,BodEngPoeta1,1
Bernard of Clairvaux,Cato,BLAdd22283;BodEngPoeta1,2
Bernard of Clairvaux,Edmund Rich Archibishop of Canterbury,BLAdd22283;BodEngPoeta1,2
Bernard of Clairvaux,Hendyng,BodDig86;BLHar2253;NLS18721,3
Bernard of Clairvaux,John Grimestone,NLS18721,1
Bernard of Clairvaux,Lynne,NLS1921,1
Bernard of Clairvaux,Richard Maydestone,BodEngPoeta1,1
Bernard of Clairvaux,Richard Rolle,BLAdd22283;CULDd564;BodEngPoeta1,3
Bernard of Clairvaux,Saint Jerome,NLS18721,1
Bernard of Clairvaux,Thomas Aquinas,BodEngPoeta1,1
Bernard of Clairvaux,Unknown,NLS18721;BLHar2253;CULDd564;BLRoy17Axxvii;BodDig86;BodArcSelB26;BodLauMis108;NLS1921;BodEngPoeta1;BLAdd11579;BLAdd22283;CULKk15,12
Bernard of Clairvaux,William Langland,BodEngPoeta1,1
Bernardus Sylvestris,Bernardus Sylvestris,NYPL120,1
Bernardus Sylvestris,Unknown,NYPL120,1
Boethius,John Gower,SocAnt134,1
Boethius,John Lydgate,SocAnt134;BLRoy18Axiii;PierpontB17,3
Boethius,Thomas Lower,BLRoy9Cii,1
Boethius,Unknown,OxfBal316A;OxfChrCh151;BLSl554,3
Bridlington,Banistor,NLWPen50,1
Bridlington,Merlin,NLWPen50,1
Bridlington,Thomas Assheldon,NLWPen50,1
Bridlington,Unknown,NLWPen50,1
Carter,Thomas Hoccleve,DULCosViii9,1
Carter,Unknown,DULCosViii9,1
Cato,Albertus Magnus,BodEngPoeta1,1
Cato,Bernard of Clairvaux,BodEngPoeta1,1
Cato,Edmund Rich Archibishop of Canterbury,BLAdd22283;BodEngPoeta1,2
Cato,Richard Rolle,BLAdd22283;BodEngPoeta1,2
Cato,Thomas Aquinas,BodEngPoeta1,1
Cato,Unknown,BLAdd22283;BodEngPoeta1,2
Charles d’Orléans,Charles d’Orléans,Grenoble873;BodHerD38;CULAdd2585;BNfr25458;BLRoy16Fii;BLHar682,6
Charles d’Orléans,Christine de Pisan,BodFair16,1
Charles d’Orléans,Geoffrey Chaucer,BodFair16,1
Charles d’Orléans,Halsham,BodFair16,1
Charles d’Orléans,John Lydgate,BodFair16,1
Charles d’Orléans,Oton de Graunson Sir,BodFair16,1
Charles d’Orléans,Roos Roos,BodFair16,1
Charles d’Orléans,Thomas Hoccleve,BodFair16,1
Charles d’Orléans,Unknown,CULAdd2585;BodFair16;BLHar682,3
Charles d’Orléans,William de la Pole,BodFair16,1
Christine de Pisan,Anthony Babington,BLHar838,1
Christine de Pisan,Ausonius,Banna,1
Christine de Pisan,Gawin Douglas,Banna,1
Christine de Pisan,Geoffrey Chaucer,CamTCC600;Bod638;BodFair16;CULFf16;DULCosVii13;Banna;BodTan346;BodArcSelB24;BodDig181,9
Christine de Pisan,"James I, king of Scotland",Banna,1
Christine de Pisan,James Inglis,Banna,1
Christine de Pisan,John Lydgate,Banna;CamTCC600;BodFair16;CULFf16;BodDig181,5
Christine de Pisan,John Mersar,Banna,1
Christine de Pisan,John Skelton,Banna,1
Christine de Pisan,Lichtoun,Banna,1
Christine de Pisan,Robert Henryson,Banna,1
Christine de Pisan,Thomas Brampton,CamTCC600,1
Christine de Pisan,Thomas Hoccleve,HunHM744;BodArcSelB24,2
Christine de Pisan,Unknown,CamTCC600;Bod638;BodFair16;CULFf16;Banna;BodTan346;BodArcSelB24;BodDig181;HunHM744,9
Christine de Pisan,Walter Kennedy,Banna,1
Christine de Pisan,William Dunbar,Banna,1
Christine de Pisan,William de la Pole,BodFair16,1
Dorothy Bokenham,Geoffrey Chaucer,BLAdd36983,1
Dorothy Bokenham,John Lydgate,BLAdd36983,1
Dorothy Bokenham,Osbern Bokenam,BLAru327,1
Dorothy Bokenham,Richard Rolle,BLAdd36983,1
Dorothy Bokenham,Robert of Brunne,BLAdd36983,1
Dorothy Bokenham,Unknown,BLAdd36983,1
Duke of York,Unknown,BodDou95,1
Edmund Rich Archibishop of Canterbury,Albertus Magnus,BodEngPoeta1,1
Edmund Rich Archibishop of Canterbury,Bernard of Clairvaux,BodEngPoeta1,1
Edmund Rich Archibishop of Canterbury,Cato,BLAdd22283;BodEngPoeta1,2
Edmund Rich Archibishop of Canterbury,Edmund Rich Archibishop of Canterbury,BLAdd22283;BodEngPoeta1,2
Edmund Rich Archibishop of Canterbury,Hendyng,BodLauMis111,1
Edmund Rich Archibishop of Canterbury,Richard Maydestone,BodEngPoeta1,1
Edmund Rich Archibishop of Canterbury,Richard Rolle,BLAdd22283;BodEngPoeta1,2
Edmund Rich Archibishop of Canterbury,Thomas Aquinas,BodEngPoeta1,1
Edmund Rich Archibishop of Canterbury,Unknown,BodLauMis111;BodEngPoeta1;CamPem258;CamStJohn127;BLAdd22283,5
Edmund Turges,Anthony Wydeville (earl Rivers),BLAdd5465,1
Edmund Turges,Edmund Turges,BLAdd5465,1
Edmund Turges,Gilbert Banastar,BLAdd5465,1
Edmund Turges,John Lydgate,BLAdd5465,1
Edmund Turges,John Skelton,BLAdd5465,1
Edmund Turges,Sheringham,BLAdd5465,1
Edmund Turges,Sir Thomas Phelipps,BLAdd5465,1
Edmund Turges,Unknown,BLAdd5465,1
Edward Stafford,John Skelton,BLHar2252,1
Edward Stafford,Unknown,BLHar2252,1
Farnelay,Richard Rolle,BLAdd32578,1
Farnelay,Robert Grosseteste,BLAdd32578,1
Francesco Petrarch,John Lydgate,BLAdd60577,1
Francesco Petrarch,Unknown,BLAdd60577,1
Francesco Petrarch,William Langland,BLAdd60577,1
Friar Michael Kildare,Unknown,BLHar913,1
Friar Nicholas Philip,Friar Nicholas Philip,BodLatTheD1,1
Friar Nicholas Philip,Unknown,BodLatTheD1,1
Gawin Douglas,Andrew Wintoun,CamMagPep2553,1
Gawin Douglas,Gawin Douglas,CamMagPep2553,1
Gawin Douglas,Geoffrey Chaucer,Banna,1
Gawin Douglas,"James I, king of Scotland",Banna;CamMagPep2553,2
Gawin Douglas,James Inglis,CamMagPep2553,1
Gawin Douglas,John Lydgate,Banna;CamMagPep2553,2
Gawin Douglas,Richard Hatfield,CamMagPep2553,1
Gawin Douglas,Robert Henryson,EDUDc143;CamMagPep2553,2
Gawin Douglas,Unknown,Banna;CamTCC1184;CamMagPep2553,3
Gawin Douglas,Walter Kennedy,CamMagPep2553,1
Gawin Douglas,William Dunbar,Banna;CamMagPep2553,2
Gawin Douglas,William Stewart,CamMagPep2553,1
Geber,Arnoldus de Villa Nova,BLHar2407,1
Geber,Richard Carpenter,BLHar2407,1
Geber,Unknown,BLHar2407,1
Geoffrey Chaucer,Aesop,CamTCC599,1
Geoffrey Chaucer,Andrew Wintoun,CamMagPep2553,1
Geoffrey Chaucer,Augustine of Hippo,BodAsh59,1
Geoffrey Chaucer,Ausonius,Banna;CamTCC595,2
Geoffrey Chaucer,Benedict Burgh,BLHar2251;CULHh412;CamMagPep2006;CULFf16;BLHar7333;BodAsh59,6
Geoffrey Chaucer,Bernard of Clairvaux,CULKk15,1
Geoffrey Chaucer,Charles d’Orléans,BodFair16,1
Geoffrey Chaucer,Christine de Pisan,CamTCC600;Bod638;BodFair16;CULFf16;Banna;BodTan346;BodArcSelB24;BodDig181,8
Geoffrey Chaucer,Dorothy Bokenham,BLAdd36983,1
Geoffrey Chaucer,Gawin Douglas,Banna;CamMagPep2553,2
Geoffrey Chaucer,Geoffrey Chaucer,BodBar20;BodFair16;Alnwick455;BodRawC86;CULHh412;CamTCC595;BLLan699;CamTCC599;CamTCC921;Holkham667;Longleat258;BLAdd5140;CULMm25;Austin143;CULGg4271b;BLEge2864;CULIi326;CULDd424;CULFf16;BNangl39;Chats;ChicagoUL564;Banna;BodLauMis600;BodHat73;RylandsEng63;BLCottOthoAXVIII;BodRawPoe163;CovAcc3251;HunHM140;HunEL26C9;BLEge2726;OxfTri49;BLAdd35286;Longleat257;OxfChrCh152;Plimpton253;Austin46;BLCottCleoDVII;TokyoTak22;HunEL26A13;BLSl1685;BLAdd36983;BLRoy18Cii;BodLauMis739;BLHar1239;BLHar7333;BodHatDon1;BLSl1686;NottsULMeLm1;BLAdd22139;Lincoln110;BLHar7578;LonPhys388;BLEge2863;PUL100;BLHar1758;BodArcSelB24;BLHar2251;CamTCC600;BLLan851;Bod414;Bodmer48;BodRawPoe149;BLRoy17Dxv;NapXIIIB29;BodRawPoe223;TokyoTak24;TokyoTak32;RylandsEng113;BLAdd17492;Petworth7;Bod638;BLHar2382;Chetham6709;NLWPen392;CamMagPep2006;BodArcSelB14;Lichfield29;CULGg427;BodAsh59;Bod686;BodTan346;CamFitzMc181;BodDig181;BLAdd25718;BodRawPoe141;BodArcSelB10;BLAdd10340;CULIi321;PierpontM249;Lam344;CamTCC582;BLHar7335;OxfNew314;BLHar7334;BodDoud4;OxfCCC198;PhilRos10841;BLAdd16165;CULKk13;GULHun197;BLAdd34360;PhilRos10842;BLHar1704;Leiden;NLW21972D,107
Geoffrey Chaucer,George Ashby,CamTCC599,1
Geoffrey Chaucer,Gilbert Banester,BodRawC86,1
Geoffrey Chaucer,Guilliame de Lorris,GULHun409;NLSACC10225,2
Geoffrey Chaucer,Halsham,BLHar7578;BLAdd16165;BodFair16;BLHar7333;BLAdd34360,5
Geoffrey Chaucer,Henry Baradoun,RylandsEng113,1
Geoffrey Chaucer,Impingham,BLHar7333,1
Geoffrey Chaucer,"James I, king of Scotland",Banna;BodArcSelB24;CamMagPep2553,3
Geoffrey Chaucer,James Inglis,Banna;CamMagPep2553,2
Geoffrey Chaucer,Jean de Meun,GULHun409;NLSACC10225,2
Geoffrey Chaucer,John Capgrave,CULGg412,1
Geoffrey Chaucer,John Clanvowe,Bod638;BodTan346;BodArcSelB24;BodFair16,4
Geoffrey Chaucer,John Clerk,Banna,1
Geoffrey Chaucer,John Gower,BLAdd22139;TokyoTak32;CULFf16;BLHar7333;BodAsh59,5
Geoffrey Chaucer,John Hardyng,BodArcSelB10,1
Geoffrey Chaucer,John Lydgate,CamTCC600;PierpontM4;CULHh412;BLHar78;BodFair16;BodRawC86;BodRawPoe223;BLLan699;TokyoTak24;CamTCC599;CamMagPep2553;Longleat258;BLAdd5140;Austin143;BLEge2864;Bod638;BLHar2382;Chetham6709;CamMagPep2006;HunHM144;CULFf16;CULGg427;BodAsh59;Bod686;Banna;OxfCCC203;BodHat73;BodTan346;BodDig181;BodLauMis416;BodArcSelB10;CovAcc3251;HunHM140;Longleat257;OxfChrCh152;OxfStJohn57;BLHar372;Lam344;BLAdd36983;BLHar7333;NottsULMeLm1;BLHar7578;BLAdd16165;CULKk13;BodArcSelB24;BLAdd34360;Leiden;CamTCC652;BLHar2251,49
Geoffrey Chaucer,John Mandeville,CovAcc3251,1
Geoffrey Chaucer,John Mersar,Banna,1
Geoffrey Chaucer,John Russell,BLRoy17Dxv,1
Geoffrey Chaucer,John Shirley,BLAdd16165,1
Geoffrey Chaucer,John Skelton,Banna,1
Geoffrey Chaucer,Laurence Calot,BLHar7333,1
Geoffrey Chaucer,Lichtoun,Banna,1
Geoffrey Chaucer,Merlin,CamMagPep1236;RylandsLat201;BodAsh781;BodRawD1062;IllumMis;CamFitz355a;CamTCC595;NLW441C;TCD516;BodLatMisC66;BLHar1337;BodEngMise241;BLAdd24663;CULGg4271b;NLWLan119;HunEL6162;CULIi611;BodAsh59;BodAsh337;NLW3041;BLRoy17Axvi;BodRawPoe32;BLSl2578;BodAsh1835,24
Geoffrey Chaucer,Oton de Graunson Sir,CamTCC600;CamMagPep2006;BodFair16;CULFf16;BodAsh59;BodTan346;BodArcSelB24;BLHar2251,8
Geoffrey Chaucer,Peter Idley,BodLauMis416;BodDig181,2
Geoffrey Chaucer,Queen Elizabeth of York,BodRawC86,1
Geoffrey Chaucer,R. Stokys,OxfCCC203,1
Geoffrey Chaucer,Reginald Pecock,CULHh412,1
Geoffrey Chaucer,"Richard Beauchamp, earl of Warwick",BLAdd16165,1
Geoffrey Chaucer,Richard Hatfield,Longleat258;BLAdd17492;CamMagPep2553,3
Geoffrey Chaucer,Richard Rolle,OxfStJohn57;BLAdd36983,2
Geoffrey Chaucer,Robert Henryson,Banna;CamStJohn235;CULGg4271b;CamMagPep2553,4
Geoffrey Chaucer,Robert of Brunne,BLAdd36983,1
Geoffrey Chaucer,Roger North,HunEL26C9,1
Geoffrey Chaucer,Roos Roos,CamTCC599;BLAdd17492;BodFair16;CULFf16;Longleat258;BLHar372,6
Geoffrey Chaucer,Rotheley,HunEL26C9,1
Geoffrey Chaucer,Sheringham,BodHat73;CULHh412,2
Geoffrey Chaucer,Sir Richard Holland,Banna,1
Geoffrey Chaucer,Thomas Brampton,BLHar1704;CamTCC600,2
Geoffrey Chaucer,Thomas Hoccleve,CamTCC600;Bod638;BodFair16;CULFf16;CovAcc3251;CamTCC595;Banna;MelSLV096G94;OxfChrCh152;BodTan346;BodArcSelB24;BodDig181;BLAdd17492,13
Geoffrey Chaucer,Thomas Howard,BLAdd17492,1
Geoffrey Chaucer,Thomas Wyatt,Banna,1
Geoffrey Chaucer,Unknown,CamMagPep1236;BodBar20;BodFair16;Alnwick455;BodRawC86;CULHh412;BodRawD1062;BodAsh45III;CamTCC595;BLLan699;CamTCC599;CamTCC921;CamMagPep2553;Longleat258;CULMm25;BLAdd34360;CULIi326;CULGg4271b;HunHM144;CULFf16;NLWLan119;Banna;BodLauMis600;BodHat73;RylandsLat201;CovAcc3251;TCD516;HunHM140;BLEge2726;HunEL26C9;OxfTri49;Longleat257;OxfChrCh152;OxfStJohn57;GULHun409;HunEL26A13;CULKk15;CULGg412;BLSl1685;BLAdd36983;BLRoy18Cii;BodLauMis739;BLHar7333;BodHatDon1;BLSl1686;NottsULMeLm1;BodAsh337;BLHar7578;BLRoy17Axvi;BLEge2863;BLHar1758;BodArcSelB24;BodRawPoe32;BLSl2578;CamTCC652;BLHar2251;CamGon176;CamTCC600;BLLan851;BLHar78;BodRawPoe149;BLRoy17Dxv;YaleBei365;NapXIIIB29;BodRawPoe223;CamStJohn235;TokyoTak32;RylandsEng113;BLAdd17492;Petworth7;Bod638;BLHar2382;Chetham6709;CamMagPep2006;Lichfield29;CULGg427;BodAsh59;BodTan346;CamFitzMc181;BodDig181;BodAsh1835;BodLauMis416;BodArcSelB10;MelSLV096G94;TCD432;PierpontM249;BLHar372;BLAdd24663;BLHar7334;CULIi611;OxfCCC198;PhilRos10841;BLAdd16165;GULHun197;Lam344;BLHar1704;Leiden,97
Geoffrey Chaucer,Walter Kennedy,Banna;CamMagPep2553,2
Geoffrey Chaucer,William Dunbar,Banna;BodArcSelB24;CamMagPep2553,3
Geoffrey Chaucer,William Lichfield,BLAdd36983,1
Geoffrey Chaucer,William Stewart,Banna;CamMagPep2553,2
Geoffrey Chaucer,William de la Pole,BodFair16,1
Georg Barclay,Andrew Wintoun,BLRoy17Dxx,1
Georg Barclay,Unknown,BLRoy17Dxx,1
George Ashby,Aesop,CamTCC599,1
George Ashby,Geoffrey Chaucer,CamTCC599,1
George Ashby,George Ashby,CULMm442,1
George Ashby,John Lydgate,CamTCC599,1
George Ashby,Roos Roos,CamTCC599,1
George Ashby,Unknown,CamTCC599,1
George Ripley,George Ripley,LincInnH90;BLSl3747;BodAsh759;Wellcome693;EDULaiii164;HunHM30313;EDCPRS;BodAsh1485;BodRawPoe121;PUL93;YaleBeiMel41;CULFf223;CamTCC1120;BodRo1;CamFitz276;BodAshRol40;BodAsh1479,17
George Ripley,Humphrey Brereton,BLHar367,1
George Ripley,John Lydgate,BLHar367,1
George Ripley,John Skelton,BLHar367,1
George Ripley,Pearce the Black Monk,BodAsh1490;BLSl3747;BodAsh759;BodAsh1445;BodAsh1485;PhilUPSmith4;YaleBeiOsfa16;BLSl3667,8
George Ripley,Richard Carpenter,BodAsh1490;PUL93;YaleBeiMel41;BLSl3747;BodAsh759;HunHM30313;EDCPRS;CamTCC1120;BodeMus63;CamFitz276;BodAsh1442;BodAshRol40,12
George Ripley,Thomas Norton,BLHar853;BodAsh1490;LincInnH90;BodAsh1445;EDULaiii164;Longleat178;BodeMus63;BodAsh1479,8
George Ripley,Unknown,BodAsh1490;BodAsh1442;LincInnH90;BLSl3747;BodAsh759;HunHM30313;EDCPRS;PhilUPSmith4;BodeMus63;YaleBeiOsfa16;BLSl3667;CamTCC1312;BodRawPoe121;YaleBeiMel41;BodAsh1445;CULKk630;BLHar367;BodAsh1448;CamTCC1120;CamFitz276;BodAsh1416;BodRawB306;BosHistSoc,23
George Ripley,William Bolosse,BLSl3667;BodAsh1479,2
Gilbert Banastar,Anthony Wydeville (earl Rivers),BLAdd5465,1
Gilbert Banastar,Unknown,BLAdd5465,1
Gilbert Banester,Geoffrey Chaucer,BodRawC86;BLAdd12524,2
Gilbert Banester,John Lydgate,BodRawC86,1
Gilbert Banester,Unknown,BodRawC86,1
Guide de Colonna,John Clerk,GULHun388,1
Guillaume Deguileville,Benedict Burgh,BLAdd34193,1
Guillaume Deguileville,Geoffrey Chaucer,MelSLV096G94,1
Guillaume Deguileville,Guillaume Deguileville,BLAdd34193;Bod770;BLEge615;NYPLSpenc19;OxfUni181;CULKk17;MelSLV096G94;CamGon124;HatCP270;BLSto952;BLAdd37049;OxfCCC237,12
Guillaume Deguileville,John Lydgate,BLSto952;OxfCCC237,2
Guillaume Deguileville,Thomas Hoccleve,BLAdd34193;Bod770;BLEge615;NYPLSpenc19;OxfUni181;CULKk17;MelSLV096G94;CamGon124;HatCP270;BLAdd37049;OxfCCC237,11
Guillaume Deguileville,Unknown,BLAdd34193;BLCottVitCXIII;MelSLV096G94;BLAdd37049;OxfCCC237,5
Guillaume Deguileville,William Lichfield,OxfCCC237,1
Guilliame de Lorris,Jean de Meun,GULHun409;NLSACC10225,2
Guilliame de Lorris,Unknown,GULHun409,1
Halsham,Benedict Burgh,BLHar7333;HunHM144,2
Halsham,Christine de Pisan,BodFair16,1
Halsham,Geoffrey Chaucer,BLHar7578;BLAdd16165;BodFair16;BLHar7333;HunEL26A13;BLAdd34360;HunHM144,7
Halsham,Impingham,BLHar7333,1
Halsham,John Gower,BLHar7333,1
Halsham,John Lydgate,BLHar7578;BLAdd16165;BodFair16;BLHar7333;HunEL26A13;BLAdd34360;HunHM144,7
Halsham,John Shirley,BLAdd16165,1
Halsham,Laurence Calot,BLHar7333,1
Halsham,"Richard Beauchamp, earl of Warwick",BLAdd16165,1
Halsham,Roos Roos,BodFair16,1
Halsham,Thomas Hoccleve,BodFair16,1
Halsham,Unknown,HunRB34001;BodFair16;HunHM144;BLHar7333;BLHar7578;BLAdd16165;BLAdd34360;HunEL26A13,8
Halsham,William Lichfield,HunHM144,1
Halsham,William de la Pole,BodFair16,1
Hendyng,Augustine,NLS18721,1
Hendyng,Edmund Rich Archibishop of Canterbury,BodLauMis111,1
Hendyng,Hendyng,Lincoln44;CamGon71;Bod410;WorcF19;VaticanOtto;BodLauMis111;EDU82;BodLauMis213;BodRawC670,9
Hendyng,John Grimestone,NLS18721,1
Hendyng,Philip the Chancelor,Bod410;Lincoln44;WorcF19;EDU82;BodLauMis213;BodRawC670;Spalding,7
Hendyng,Seneca,Lincoln44;CamGon71;Bod410;WorcF19;VaticanOtto;BodLauMis213;BodRawC670;Spalding,8
Hendyng,Unknown,NLS18721;BLHar2253;CamGon71;CamStJohn159;Bod410;Lincoln234;VaticanOtto;WorcF19;BodLauMis213;NLS3473;Lincoln44;DurCathBI18;BodDig86;BLHar3823;BodLauMis111;CamGon351;EDU82;BodRawC670;Spalding,19
Henry Baradoun,Geoffrey Chaucer,RylandsEng113,1
Henry Lovelich,Henry Lovelich,CamCCC80,1
Henry VII,Anthony Wydeville (earl Rivers),BLAdd31922,1
Henry VII,Henry VIII,BLAdd31922,1
Henry VII,Thomas Wyatt,BLAdd31922,1
Henry VII,Unknown,BLAdd31922,1
Henry VII,William Cornish,BLAdd31922,1
Henry VIII,Anthony Wydeville (earl Rivers),BLAdd31922,1
Henry VIII,Henry VIII,BLAdd31922,1
Henry VIII,Thomas Wyatt,BLAdd31922,1
Henry VIII,Unknown,BLAdd31922,1
Henry VIII,William Cornish,BLAdd31922,1
Hugh Campeden,Unknown,BLSl2232;PULTayM3;BLHar4294,3
Humfrey Newton,Geoffrey Chaucer,BodLatMisC66,1
Humfrey Newton,Humfrey Newton,BodLatMisC66,1
Humfrey Newton,John Lydgate,BodLatMisC66,1
Humfrey Newton,Merlin,BodLatMisC66,1
Humfrey Newton,Richard de Caistre,BodLatMisC66,1
Humfrey Newton,Sir John Fortescue,BodLatMisC66,1
Humfrey Newton,Unknown,BodLatMisC66,1
Humphrey Brereton,John Lydgate,BLHar367,1
Humphrey Brereton,John Page,BLAdd27879,1
Humphrey Brereton,John Skelton,BLHar367,1
Humphrey Brereton,Unknown,BLHar367;BLAdd27879,2
Impingham,Geoffrey Chaucer,BLHar7333,1
Impingham,John Gower,BLHar7333,1
Impingham,John Lydgate,BLHar7333,1
Impingham,Laurence Calot,BLHar7333,1
Impingham,Unknown,BLHar7333,1
"James I, king of Scotland",Ausonius,Banna,1
"James I, king of Scotland",Bernard of Clairvaux,CULKk15,1
